id,nome,data,num_pessoas,horario,telefone,telefone2,tipo_evento,forma_pagamento,valor_rodizio,num_mesa,observacoes,obsCliente,data_emissao,status,confirmado,usuario_id,motivo_cancelamento
62,"KHAUAN DA SILVA ROSSETTO",2018-09-13,12,20:00:00,2147483647,0,,,0,0,,,"2018-09-11 02:02:22",1,0,,
64,joana,2018-09-13,23,23:34:00,234234,2147483647,casamento,individual,0,0,,,"2018-09-12 01:34:58",1,0,,
65,"pedro de jesus",2024-10-31,28,04:03:23,21996565885,2199632258452,,,0,,"erterterter
zxcv
zxc
vzxc
vzxcvzxcvzxcvzxcvzxcvzxcvzxcvzxcvzxcv
zxcv
zxcv
zxcv",,"2018-09-12 01:58:43",1,0,,
66,marciel,2018-09-11,23,23:23:00,23234234,234234,casamento,outros,0,0,,,"2018-09-12 20:04:09",1,0,,
68,marciel,2018-09-17,20,20:30:00,2147483647,0,aniversario,individual,0,0,,,"2018-09-17 00:41:00",1,0,,
72,"KHAUAN DA SILVA ROSSETTO",2018-11-29,21,12:00:00,2147483647,0,,,0,0,,,"2018-11-29 02:18:45",1,0,,
73,"Marciel Rossetto",2018-11-29,45,18:30:00,2147483647,0,,,0,0,,,"2018-11-29 02:19:03",1,0,,
75,"Marciel Rossetto",2018-11-30,23,23:33:00,2147483647,0,,,0,0,,,"2018-11-29 23:21:46",1,0,,
77,joao,2018-11-29,41,17:02:00,32232323,234354343,,,0,0,234234234,,"2018-11-30 09:25:27",1,0,,
78,"FRANCILENE DE RAUJO SILVA",2018-11-30,100,12:00:00,0,0,,,0,0,,,"2018-11-30 09:25:51",1,0,,
79,"jose sssasdas",2018-11-30,255,21:02:00,5656,5656,"nao definido","nao definido",0,0,puiuio,,"2018-11-30 09:26:13",1,0,,
80,"Marciel Rossetto",2018-12-04,45,12:00:00,2147483647,0,casamento,individual,0,0,4545,,"2018-12-04 02:59:42",1,0,,
81,"Marciel Rossetto",2018-12-05,2,23:23:00,2147483647,2147483647,confraternizacao,unica,0,23,23232,,"2018-12-04 03:15:35",1,0,,
82,"KHAUAN DA SILVA ROSSETTO",2018-12-05,23,23:23:00,2147483647,23232323,confraternizacao,unica,0,34,5454545,,"2018-12-04 03:18:55",1,0,,
83,"KHAUAN DA SILVA ROSSETTO",2018-12-06,32,23:23:00,2147483647,2147483647,confraternizacao,unica_individual,0,878,78787878,,"2018-12-04 03:20:54",1,0,,
84,"KHAUAN DA SILVA ROSSETTO",2018-12-06,45,23:32:00,2147483647,2147483647,casamento,unica,0,788878,nadad,,"2018-12-04 03:23:02",1,0,,
85,"KHAUAN DA SILVA ROSSETTOd",2018-12-06,78,12:21:00,2147483647,2147483647,casamento,unica_individual,0,34,34533453,,"2018-12-04 03:24:20",1,0,,
86,qwqweqqw,2018-12-06,15,12:12:00,2147483647,32323232,confraternizacao,unica,0,23,,,"2018-12-04 03:26:09",1,0,,
87,gttrtrt,2018-12-05,123123,12:31:00,2147483647,2147483647,formatura,outros,0,23,3423452345,,"2018-12-04 03:28:09",1,0,,
91,"jose da silva",2018-12-04,25,12:12:00,2147483647,2147483647,formatura,unica_individual,0,58,12,,"2018-12-04 16:06:51",1,0,,
92,mnarfef,2019-04-18,23,12:11:00,122312312,34343434,aniversario,unica,0,0,12eqwe,,"2019-04-18 23:49:59",1,0,,
93,"KHAUAN DA SILVA ROSSETTO",2019-04-22,23,22:22:00,2147483647,2147483647,casamento,unica,0,0,ertert,,"2019-04-22 19:24:17",1,0,,
95,"MARCIEL ROSSETTO",2019-08-19,34,12:12:00,0,0,aniversario,unica,0,0,,,"2019-08-19 12:55:43",1,0,,
97,marciel,2019-09-23,30,08:08:00,2147483647,2147483647,formatura,unica_individual,0,0,,,"2019-09-23 13:12:30",1,0,,
98,pedro,2019-09-23,34,00:00:00,0,0,,,0,0,,,"2019-09-23 13:15:55",1,0,,
99,marcos,2019-09-23,20,12:20:00,0,0,,,0,0,,,"2019-09-23 13:16:28",1,0,,
100,joao,2019-09-25,34,12:33:00,343434,343434,casamento,individual,0,0,343434,,"2019-09-24 12:59:16",1,0,,
101,ross,2024-02-19,44,12:36:00,2147483647,0,"Bodas casamento","U (rod) I (beb)",0,0,fdfdfd,,"2024-02-17 01:52:50",1,0,,
102,ross,2024-02-23,89,08:11:00,44554455,2147483647,"Bodas casamento",outros,0,13,56756756,,"2024-02-17 01:54:58",1,0,,
103,"Marciel Lazzaretti Rossetto",2024-02-21,10,20:49:00,2147483647,0,Aniversario,individual,0,16,"nasda a declarar
",,"2024-02-17 19:48:26",1,0,,
104,"heloiza 22",2024-02-22,45,12:00:00,2147483647,0,Aniversario,unica,0,0,"teste 2",,"2024-02-17 19:52:28",1,0,,
105,"altair da silveira",2024-02-24,25,20:12:00,2147483647,0,"nao definido",unica,0,0,5uhsdhshdbfbsdfsdfsdf,,"2024-02-17 20:02:39",1,0,,
106,joel,2024-02-23,65,21:35:00,2147483647,0,Formatura,unica,0,0,nadassss,,"2024-02-17 20:13:16",1,0,,
107,httt,2024-02-23,96,23:35:00,2147483647,0,Aniversario,unica,0,12,669988,,"2024-02-17 20:14:32",1,0,,
108,"Marciel Lazzaretti Rossetto",2024-03-02,58,08:05:00,0,2147483647,"Conf. Familia",outros,0,0,58585858,,"2024-02-17 20:16:13",1,0,,
109,gfgfgf,2024-02-23,58,21:21:00,2147483647,2147483647,"Conf. fim de ano","U (rod) I (beb)",0,0,5858585,,"2024-02-17 20:28:22",1,0,,
110,888555588,2024-02-18,85,21:33:00,2147483647,133,"Conf. fim de ano",individual,0,3,,,"2024-02-17 20:32:53",1,0,,
111,"Fernanda ",2024-02-25,48,02:32:00,889955555,0,"Conf. fim de ano",individual,0,14,dfgdfh,,"2024-02-17 23:31:47",1,0,,
112,"Marciel Lazzaretti Rossetto",2024-10-30,2344,04:03:00,dsfgsdfg,0,Formatura,individual,0,"Salão 1",dfgsdfgsdfgsdfg,,"2024-10-28 01:48:00",1,0,,
113,marciel2,2024-10-29,235,11:15:00,899665544778,07845546563,aniversario,unica,,0,rrytrtyrtyrtyrty,,"2024-10-28 19:12:50",1,0,,
115,marciel,2024-10-30,23,12:23:00,589854875,21889966584785,Formatura,unica,0,"Centro do salão",qwesdfhdfghdfghdfgh,,"2024-10-28 19:30:45",1,0,,
116,"franci ",2024-10-29,45,11:11:00,2147483647,2147483647,aniversario,unica,,0,12123qweqweqweq,,"2024-10-28 19:34:05",1,0,,
117,khauan,2024-10-29,234,11:11:00,21996169369,21995214745,casamento,individual,,0,ghuxthjdstgh,,"2024-10-28 19:39:07",1,0,,
118,joao,2024-10-29,65,22:22:00,995114782,21,aniversario,unica,,0,jwdjsjkgnajfdkghifjghadj,,"2024-10-28 19:46:48",1,0,,
119,jose,2024-10-29,4,22:22:00,21996169369,21996169369,aniversario,unica,,0,khuajhahah,,"2024-10-28 20:11:25",1,0,,
120,"marciel rossetto 23  ",2024-10-29,35,17:03:00,21996169369,21995114782,"Bodas casamento",individual,0,0,qwwwadfasda,,"2024-10-28 22:03:06",1,0,,
121,"maria de nazaré",2024-10-31,100,20:30:00,219988774455,219966554455,"Bodas casamento",unica,0,"Próximo ao jardim","nao pediu nada",,"2024-10-28 23:14:26",1,0,,
122,"maria jose",2024-10-30,23,22:22:00,2222222222,2222222222,"Conf. Familia",unica,110,"Próximo ao jardim",2222222222,,"2024-10-28 23:18:45",1,0,,
123,"maria jose",2024-10-23,23,17:49:00,2222222226,2222222227,"Bodas casamento",unica,125,13,zzxvxv,,"2024-10-29 00:48:02",1,0,,
124,"francilene de araujo silva",2024-10-30,54,12:12:00,21995114782,21995221132,"Conf. fim de ano",individual,0,"Próximo ao jardim","aniver do dia nao liberei ft mr",,"2024-10-29 11:00:43",1,0,,
125,marciel,2024-10-31,1000,11:11:00,11111111,111111,"Conf. fim de ano",unica,105,"Centro do salão",1111111,,"2024-10-30 01:22:06",1,0,,
126,qweqweqweqweqwe,2024-10-31,50000,11:11:00,111111,11111,"Conf. Familia",unica,125,"Centro do salão",1231231231,,"2024-10-30 01:24:35",1,0,,
127,sdgdfsdf,2024-10-31,23,12:32:00,21995854567,,"Conf. fim de ano","Não definido",0,"Salão 1",234234234234234,,"2024-10-30 01:33:03",1,0,,
128,rtwertwert,2024-10-09,1000,20:06:00,,,"Não definido","Não definido",0,,,,"2024-10-30 02:05:18",1,0,,
129,qwerqwerqwerqwer,2024-11-21,10,00:00:00,,,,,0,,,,"2024-10-30 02:09:32",1,0,,
